Date,Question,Comment,Purpose,Customer focused,Innovation ,One team,Empowered/Development/ (Potential),Diversity & Well-Being,Score,Group,Driver/Value
2024-04-03 00:00:00,My manager cares about my opinions.,When they are present they do but again not able to see them unless it's a one on one,0,0,0,1,0,0,6,Engagement,Freedom of Opinions
2024-04-03 00:00:00,My job enables me to learn and develop new skills.,The people and the motivation to achieve greatness and a full-time position at the company,1,0,0,1,0,0,7,Engagement,Growth
2024-04-09 00:00:00,I can count on my coworkers to help out when needed.,"too many delays faced are due to lack of action from cross functional teams; many in the business operate under a ""what's in it for me"" attitude rather than what's in it for the customer",0,1,0,1,0,0,5,Engagement,Peer Relationships
2024-04-08 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"Yes, currently I keep a positive attitude for Danaher acquisition.",1,0,0,0,0,0,9,Company Questions,Transition
2024-05-06 00:00:00,I see how my work contributes to positive outcomes for our customers.,more customer testimonials (good & bad) on the office slide shows,0,1,0,0,0,0,8,Engagement,Meaningful Work
2024-05-01 00:00:00,How likely is it that you would recommend Abcam as a place to work?,good environment and good management,0,0,0,1,0,0,10,Engagement,Engagement
2024-04-03 00:00:00,The demands of my workload are manageable.,Multiple requests and time spent fixing rather than direct tasks,0,0,0,1,0,0,5,Engagement,Workload
2024-05-01 00:00:00,"Most days, I feel a sense of accomplishment from what I do.","Neutral on this one, I feel accomplished because I get what I should get done in a day. But there is very very little recognition for those that go above and beyond. I wish I knew more about how the work I'm putting in impacts other people.",0,1,0,1,0,0,7,Engagement,Accomplishment
2024-04-04 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,DHR will help Abcam grow up with better planning and process rigour. Culture may change and protecting the best of it while shedding the behaviors that hold us back is important.,0,0,1,1,0,0,8,Company Questions,Transition
2024-05-01 00:00:00,The overall business goals and strategies set by senior leadership are taking Abcam in the right direction.,I think this is improving!,1,0,0,0,0,0,7,Engagement,Strategy
2024-04-08 00:00:00,I feel that I’m growing professionally.,"As ever, I cannot tell if this is unique to me, as I regularly see people struggling for chances, but I am getting opportunities!",0,0,0,0,1,0,10,Engagement,Growth
2024-04-08 00:00:00,How likely is it you would recommend Abcam as a place to work?,"Recent experiences of working with other teams across abcam have been challenging to say it mildly.
 
- HR experience during recruitment of a new team member, which was a struggle from start to finish and was undermined and disrupted every step of the way, culminating in a salary offer that was massively below other recent hires for similar roles. This whole situation has been stressful and miserable, and feels like it was being actively sabotaged for reasons unknown;
 
- IT/digital where getting a new equipment set up in the lab seems to be almost impossible and feels as if any little progress we manage to make is met with new hurdles and obstacles that need to be conquered. Even though individual team members have been fairly responsive, those efforts don't equate to progress and positive outcomes and the whole experience has been frustrating and unnecessarily difficult.",0,0,0,1,0,0,5,Engagement,Engagement
2024-04-03 00:00:00,"If I do great work, I know that it will be recognised.","I think that the effort / intention is often there to have recognition for good work, but there are often too many projects going on at the same time for anyone to dedicate time to picking apart / upholding successes",0,0,0,1,0,0,9,Engagement,Recognition
2024-04-03 00:00:00,I feel that I’m growing professionally.,I think more opportunities to grow professionally will present themselves over time as Abcam gets folded into the Danaher family.,0,0,0,0,1,0,10,Engagement,Growth
2024-04-03 00:00:00,My coworkers welcome opinions different from their own.,"The planning department is very receptive to feedback and debate. We are comfortable pivoting on the fly, but we are often disappointed when collaborating with other departments who are more conservative than necessary.",0,0,1,1,1,0,10,Engagement,Freedom of Opinions
2024-04-09 00:00:00,"At work, I know what I'm expected to deliver.",Our team knows very well what our goals are and how to achieve them,0,0,0,1,0,0,10,Engagement,Goal-Setting
2024-04-04 00:00:00,How likely is it you would recommend Abcam as a place to work?,"Even though we have had a lot of change, it is still a great place to work. We are so lucky to have a great culture, mission and great people to work with",1,0,0,1,0,0,10,Engagement,Engagement
2024-05-03 00:00:00,I'm satisfied with the amount of flexibility I have in my work schedule.,I am able to arrange my day as I see best to get my work done.,0,0,0,0,1,0,9,Engagement,Autonomy
2024-05-07 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,I am excited to see how Abcam evolves to meet the data heavy needs of Danaher and DBS. This will impact so many teams and will drive some necessary changes across the board.,0,0,1,0,0,0,9,Company questions,Transition
2024-05-08 00:00:00,How likely is it that you would recommend Abcam as a place to work?,"The hiring freeze is making things difficult - so obviously it doesn't matter if I did recommend Abcam, but also having positions that need to be filled or staff that want to move to other departments but can't have checked out and it is hindering the process.

Furthermore, the ICP bonus is terrible! I have 6 years experience and my percentage is the same as people who started this year. I have moved up in the company and it's the same percentage as staff reporting to me. What the actual hell?",0,0,0,0,0,1,0,Engagement,Engagement
2024-05-01 00:00:00,How likely is it that you would recommend Abcam as a place to work?,Over the past month working on old debt it is concerning how Abcam seems to have seen itself as a bank for customers - allowing them to place orders and not chasing them allowing non payment. Whilst we are getting successes it is very difficult and a number of customers have go into liquidation.  Also concerning is an issue that a colleague has raised with me regarding overdue accounts and not getting the co-operation of sales to help resolve (apparently sales ignore their e-mails). Poor credit control practice appears to be the issue here and a more robust formal credit policy would help.,1,1,0,0,0,0,7,Engagement,Engagement
2024-04-08 00:00:00,I'm given enough freedom to decide how to do my work.,"My manager lets me plan my own work (which I appreciate), but is there when needed, perfect!",0,0,0,1,1,0,10,Engagement,Autonomy
2024-05-06 00:00:00,Our organization does a good job of communicating the goals and strategies set by senior leadership.,The constant communication via several channels is very helpful.,0,0,0,1,0,0,9,Engagement,Strategy
2024-05-02 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,Why is this question in English?,0,0,0,0,0,0,5,Company questions,Transition
2024-04-09 00:00:00,My manager provides me with the support I need to complete my work.,"My manager is difficult to access. The QC manager was laid off almost a year ago and the IHM Manager took over her duties in the interim, but this is not an optimal setup. Our team could really use someone who is only leading our team and has more time to focus on the team issues rather than the department as a whole.",0,0,0,1,0,0,6,Engagement,Management Support
2024-04-03 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,"Sure manager would pass on information, when provided.",0,0,0,1,0,0,9,Engagement,Reward
2024-05-06 00:00:00,My job enables me to learn and develop new skills.,I am only doing the same thing over and over again.  I don's thank management see's the amount of work that is needed here.  We need more help in this department.,0,0,1,0,1,0,5,Engagement,Growth
2024-04-03 00:00:00,I'm satisfied with the amount of flexibility I have in my work schedule.,Agenda often becomes quite packed with many ad-hoc meetings and too often sync ups and check ups,0,0,1,0,0,0,8,Engagement,Autonomy
2024-05-10 00:00:00,I feel that I’m growing professionally.,I've been stuck for a long time.,0,0,0,0,1,0,1,Engagement,Growth
2024-04-03 00:00:00,My manager provides me with the support I need to complete my work.,He supports as much as he can.,0,0,0,1,0,0,7,Engagement,Management Support
2024-05-01 00:00:00,"If I do great work, I know that it will be recognized.",This is becoming more prevalent as we move forward with DHR transition.,0,0,0,1,0,0,8,Engagement,Recognition
2024-05-01 00:00:00,How likely is it that you would recommend Abcam as a place to work?,a supportive and encouraging work culture.,0,0,0,1,0,0,9,Engagement,Engagement
2024-05-10 00:00:00,How likely is it that you would recommend Abcam as a place to work?,"I like the environment and the people I work with.  I like the chaos, structure, and pay less.",0,0,0,1,0,0,5,Engagement,Engagement
2024-04-09 00:00:00,My manager provides me with the support I need to complete my work.,my boss is the best boss i would ever imagine. my manager are good aswell.,0,0,0,1,0,0,10,Engagement,Management Support
2024-04-03 00:00:00,The demands of my workload are manageable.,The expectation is for people to work long hours rather than adequately resource the team.,0,0,0,0,0,1,0,Engagement,Workload
2024-04-09 00:00:00,My coworkers are committed to doing quality work.,There are technicians that don't seem overly fused at the quality of work and will happily leave it for others to pick up and action,0,0,1,1,0,0,6,Engagement,Peer Relationships
2024-05-06 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,Haven't had a proper conversation on this yet with my manager. Unable to adequately respond,0,0,0,1,0,0,8,Engagement,Reward
2024-05-03 00:00:00,The overall business goals and strategies set by senior leadership are taking Abcam in the right direction.,"We are obviously not hitting our sales targets at the moment, but in the midst of this transition I've got faith that we will see it through over the long run",0,0,1,0,0,0,9,Engagement,Strategy
2024-05-03 00:00:00,"At work, I know what I'm expected to deliver.","Always, I know what is expected of me.",0,0,0,0,1,0,9,Engagement,Goal Setting
2024-04-03 00:00:00,I see a path for me to advance my career in our organisation.,"Possibly career paths aren't very clear, and many job descriptions aren't clear about if they would be a reasonable path forward",0,0,0,0,1,0,7,Engagement,Growth
2024-04-03 00:00:00,Abcam's values provide a good fit with the things that I consider important in life.,Just need to keep an eye on a lot of travel as part of transition activities,0,0,0,0,0,1,9,Engagement,Organisational Fit
2024-05-06 00:00:00,Our organization does a good job of communicating the goals and strategies set by senior leadership.,We are waiting to hear about the goals and strategy behind the product reorg.,1,0,1,0,0,0,4,Engagement,Strategy
2024-05-06 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,I've jumped at the chance.,0,0,0,0,0,0,10,Company questions,Transition
2024-05-02 00:00:00,Our organization does a good job of communicating the goals and strategies set by senior leadership.,goals are unclear,1,0,0,0,0,0,7,Engagement,Strategy
2024-05-06 00:00:00,"If I do great work, I know that it will be recognized.","Verbal recognition, however, when you do great work you are given more work to do with no monetary compensation. Expectations for each person are wildly different even with same pay and job title.",0,0,0,1,0,0,2,Engagement,Recognition
2024-04-08 00:00:00,The demands of my workload are manageable.,"I have a lot of control over my time, so I ensure that my workload is manageable. If it wasn't, I'd talk to my line manager.",0,0,0,0,1,0,9,Engagement,Workload
2024-04-08 00:00:00,My coworkers welcome opinions different from their own.,"The whole team is great to work with, There is no I in Team. :)",0,0,0,1,0,0,9,Engagement,Freedom of Opinions
2024-05-01 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"Certainly for supply chain, manufacturing etc. But the commercial applications of DBS are still murky to me.",1,0,0,1,0,0,10,Company questions,Transition
2024-05-10 00:00:00,How likely is it that you would recommend Abcam as a place to work?,The people and the collaborative working culture,0,0,0,0,0,0,10,Engagement,Engagement
2024-04-05 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,May have to wait till this year end as it just started.,0,0,0,1,0,0,8,Company Questions,Transition
2024-04-05 00:00:00,My manager provides me with the support I need to complete my work.,Maybe too much support/micromanaging sometimes that it hinders my growth in a way...,0,0,0,0,1,0,7,Engagement,Management Support
2024-05-10 00:00:00,I'm satisfied with the amount of flexibility I have in my work schedule.,I'm grateful for the trust I have from the team in what I'm working on and the flexibility that comes with it,0,0,0,1,1,0,10,Engagement,Autonomy
2024-05-08 00:00:00,I have the opportunity to do challenging things at work.,Everyday is different and challenging in a good way,1,0,1,0,0,0,10,Engagement,Accomplishment
2024-05-02 00:00:00,How likely is it that you would recommend Abcam as a place to work?,"The working environment,culture and work life balance suits my life style",1,0,0,1,0,0,9,Engagement,Engagement
2024-05-02 00:00:00,How likely is it that you would recommend Abcam as a place to work?,Good opportunity to gain new skills. Great culture and the people are lovely,0,0,0,1,1,1,10,Engagement,Engagement
2024-05-09 00:00:00,My coworkers are committed to doing quality work.,The whole global PTN team take huge pride in the quality of their work and makes me proud be part of this global team.,1,0,0,1,0,0,9,Engagement,Peer Relationships
2024-04-05 00:00:00,I have the opportunity to do challenging things at work.,"The Challenge right now is dealing with customers who can't get Biovision kits. We don't have answers for them, even though they have already qualified the kits .",0,1,0,0,0,0,5,Engagement,Accomplishment
2024-05-01 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"We haven't even had nearly enough time to see what changes might occur because of this transition. All I see right now is a lot of ""research"" into different departments and what I assume is the goal of making them better. We will see if that actually results in any change.",1,0,0,0,0,0,5,Company questions,Transition
2024-04-03 00:00:00,"If I do great work, I know that it will be recognised.",I know we are accomplishing a lot on a daily basis but there really hasn't been any recognition for it. At least from my perspective.,0,0,0,1,0,0,6,Engagement,Recognition
2024-05-01 00:00:00,"At work, I know what I'm expected to deliver.","Most days I do know what I am expected to deliver. Even though priorities shift and change frequently I have the support required to keep up and pivot in order to achieve the desired outcome,",1,0,0,0,0,0,9,Engagement,Goal Setting
2024-04-04 00:00:00,"When in the office, I can easily find space away from my desk for conversations and collaboration with others.","There have been recurring difficulties with conference rooms that come and go in spurts, it seems.  Everyone keeps getting kicked off the internet upon entering conference room and it would be really helpful if that issue could be addressed.",0,0,0,0,0,0,7,Engagement,Environment
2024-04-08 00:00:00,Our organisation does a good job of communicating the goals and strategies set by senior leadership.,The system is not intuitive and requires too much manual effort to manage.,0,0,0,0,1,0,0,Engagement,Strategy
2024-05-11 00:00:00,I feel that I’m growing professionally.,I do feel that I don't have many areas to expand in.,0,0,0,0,1,0,6,Engagement,Growth
2024-05-01 00:00:00,My coworkers welcome opinions different from their own.,"vast majority yes ~90% and most will be open to finding a common ground so both parties can benefit. However, some colleagues are still very defensive and not open to receiving feedback",0,0,0,1,0,0,8,Engagement,Freedom of Opinion
2024-04-03 00:00:00,"When in the office, I can easily find space away from my desk for conversations and collaboration with others.",The company has many small meeting rooms and conversation rooms.,0,0,0,0,0,0,10,Engagement,Environment
2024-04-08 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,yet to be seen. still no mention of a replacement to the Abcam share scheme that ended,0,0,0,0,0,1,7,Company Questions,Transition
2024-05-07 00:00:00,I can count on my coworkers to help out when needed.,It depends on the person. Everyone feels over worked.,0,0,0,1,0,0,8,Engagement,Peer Relationships
2024-04-08 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,"My manager has very little control over pay, but we can definitely talk about it if we wanted to.",0,0,0,0,1,0,10,Engagement,Reward
2024-05-01 00:00:00,My coworkers welcome opinions different from their own.,I never feel afraid to challenge a coworker's opinion. This creates a wonderfully safe and stimulating environment.,0,0,0,1,0,0,10,Engagement,Freedom of Opinion
2024-04-05 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,I hope that the salaries are increased to counteract the dissolution of the Abcam growth plan and that the PTO does not change.,0,0,0,0,1,0,7,Company Questions,Transition
2024-05-01 00:00:00,"When in the office and I need a break, my workplace has spaces to chat and relax with others.","loads of nice spots to use, with coffee",0,0,0,0,0,0,10,Engagement,Environment
2024-04-09 00:00:00,How likely is it you would recommend Abcam as a place to work?,"This is an outstanding place to start a career, but it seems like careers quickly stagnate after 3-5 years. We have a handful of people who have been here a while, but the Danaher figure of 11.9% turnover against a goal of 5% confirms what many of us have seen and experienced, with personnel moving on to other companies and taking their skills and talents elsewhere because Abcam has been unable or unwilling to meet their needs.",0,0,0,0,1,0,8,Engagement,Engagement
2024-04-08 00:00:00,I have the opportunity to do challenging things at work.,There is often a stretching are of work to get into if you want the challenge,1,0,0,0,0,0,8,Engagement,Accomplishment
2024-05-10 00:00:00,"Most days, I feel a sense of accomplishment from what I do.","I get a lot of stuff done, doesn't make any difference to my pay though",0,0,0,0,1,0,10,Engagement,Accomplishment
2024-05-01 00:00:00,I can count on my coworkers to help out when needed.,"For the most part, this is a 10, but there have been certain instances where this has not been the case and has been to the detriment of the projects and other colleagues time",0,0,0,1,0,0,8,Engagement,Peer Relationships
2024-04-04 00:00:00,I feel that I’m growing professionally.,I don't know how to interpret this question pertaining to my job. I feel there is potential to grow,0,0,0,0,1,0,7,Engagement,Growth
2024-05-09 00:00:00,I see a path for me to advance my career in our organization.,I'm not sure if my organization is keen on promoting internal employees. I feel they would rather hire someone externally.,0,0,0,0,1,0,5,Engagement,Growth
2024-05-07 00:00:00,My coworkers are committed to doing quality work.,"Generally, I would agree, but there are coworkers from both sides from the spectrum - some that do quality and some that do not so quality work",1,0,0,1,0,0,6,Engagement,Peer Relationships
2024-04-03 00:00:00,"When in the office and I need a break, my workplace has spaces to chat and relax with others.","Environment in Singapore and now in Japan is excellent. Thank you Abcam !
For some of our people who are first or second jobbers, I don't think they realise how good they have it as they have no benchmark of what the world is like in other businesses",0,0,0,0,0,1,10,Engagement,Environment
2024-04-08 00:00:00,How likely is it you would recommend Abcam as a place to work?,"Just found out we're firing people effective immediately, so that's a no on the recommendation topic :)",0,0,0,1,1,0,0,Engagement,Engagement
2024-05-10 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,changed manager recently - not had these conversations yet,0,0,0,0,0,0,5,Engagement,Reward
2024-05-01 00:00:00,I feel that I’m growing professionally.,"I have grown so much since joining Abcam, on so many levels. Exposure to new products and systems, cross-pollination with so many stakeholders, and a working environment that stimulates and rewards growth.",1,0,1,0,1,0,10,Engagement,Growth
2024-04-03 00:00:00,The overall business goals and strategies set by senior leadership are taking Abcam in the right direction.,Latest town halls were really in-depth around strategy and direction,0,0,0,1,0,0,9,Engagement,Strategy
2024-05-08 00:00:00,The demands of my workload are manageable.,"We are still double keying everything into adminsite and PIM, and this makes everything less efficient because the same task has to be done in 2 separate places in 2 separate ways. It is a stark contrast how easy and user friendly adminsite is compared to PIM where even just interpreting the current data is significantly more difficult as it is all in codes and on hundreds of different windows whereas adminsite is immediately visible. I don't feel very efficient in PIM and it turns simple small tasks into huge labour intensive sessions.",0,0,1,0,0,0,2,Engagement,Workload
2024-04-08 00:00:00,I have the opportunity to do challenging things at work.,There are a few opportunities to do challenging things but only scientists are given the responsibility to do exciting challenging things.,0,0,1,0,1,0,6,Engagement,Accomplishment
2024-04-03 00:00:00,How likely is it you would recommend Abcam as a place to work?,Amazing new home at TRC,0,0,0,0,0,1,10,Engagement,Engagement
2024-05-01 00:00:00,How likely is it that you would recommend Abcam as a place to work?,My team and my manager Leanne!,0,0,0,1,0,0,9,Engagement,Engagement
2024-05-02 00:00:00,My coworkers are committed to doing quality work.,"This has improved within the last couple of weeks.
I feel the team has a better understanding of their limitations and responsibilities, aligning with daily tasks and goals. We may not achieve our targets, but we can now visualize where we fell behind.",1,0,0,1,0,0,7,Engagement,Peer Relationships
2024-05-03 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,"I hope that with Danaher, conversations about pay will be more transparent",0,0,0,0,1,0,6,Engagement,Reward
2024-05-10 00:00:00,I see how my work contributes to positive outcomes for our customers.,Quantity and speed are prioritized over quality and I'm not sure how that would benefit our customer.,0,1,0,0,0,0,6,Engagement,Meaningful Work
2024-04-03 00:00:00,I see how my work contributes to positive outcomes for our customers.,Often clients display their gratitude when issues and requests are resolved promptly. As well leadership includes all team members when providing updates on the overall work we do and recognizes our big wins as well as our small wins as we go.,0,1,0,0,0,0,10,Engagement,Meaningful Work
2024-04-03 00:00:00,"At work, my opinions seem to be valued.","I am actively included in meetings that I may have an input to, to ensure my opinions are considered",0,0,0,1,0,0,10,Engagement,Freedom of Opinions
2024-04-08 00:00:00,How likely is it you would recommend Abcam as a place to work?,compensation is not competitive,0,0,0,0,1,0,8,Engagement,Engagement
2024-04-09 00:00:00,I have the opportunity to do challenging things at work.,Looking forward to see how the Danaher University/Abcam will give me access to more resources to further development and meet the challenges at work.,0,0,0,0,1,0,9,Engagement,Accomplishment
2024-04-03 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"I believe that we can make our products more attractive in the future by collaborating with group companies.
I also believe that we can exchange information through various interactions.",0,1,1,0,0,0,10,Company Questions,Transition
2024-05-01 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,new managers so to early,0,0,0,0,1,0,,Engagement,Reward
2024-04-03 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"To be honest there is a lot of uncertainty around this transition, but I hope it is for the better",0,0,0,1,0,0,6,Company Questions,Transition
2024-05-02 00:00:00,"When in the office and I need a break, my workplace has spaces to chat and relax with others.","Yes, there are always rooms available on different floors.",0,0,0,0,0,1,9,Engagement,Environment
2024-04-03 00:00:00,How likely is it you would recommend Abcam as a place to work?,"I'm full on for our mission as an organization.  The only reason it's a 9/10 is due to the current recalibration with Danaher and a degree of uncertainty as to how that will play out across the org.  So much to learn now through this transition, and I believe those that lean into the changes will help us to build something great for our customers and for the world.",0,0,0,1,0,0,9,Engagement,Engagement
2024-04-03 00:00:00,"If I do great work, I know that it will be recognised.",Tech of the month :D,0,0,0,1,0,0,9,Engagement,Recognition
2024-04-03 00:00:00,I see a path for me to advance my career in our organisation.,"Squiggly moves yes but that's not always advancing, sometimes people just want to progress via promotion and feel the achievement and recognition that comes with that, and benefit from opportunities to manage a team etc.",0,0,0,0,1,0,7,Engagement,Growth
2024-05-02 00:00:00,I can count on my coworkers to help out when needed.,Grateful for great team members,0,0,0,1,0,0,9,Engagement,Peer Relationships
2024-05-06 00:00:00,How likely is it that you would recommend Abcam as a place to work?,Abcam is going through change but I would recommend it as a place to work. The commitment to quality to evident and my co-workers are awesome to work with,1,0,0,1,0,0,10,Engagement,Engagement
2024-04-08 00:00:00,How likely is it you would recommend Abcam as a place to work?,Supportive team leader. Proper resources to do job,0,0,1,1,0,0,9,Engagement,Engagement
2024-04-08 00:00:00,"When in the office and I need a break, my workplace has spaces to chat and relax with others.",There are lots of spaces,0,0,1,0,0,0,10,Engagement,Environment
2024-05-09 00:00:00,My manager provides me with the support that I need to complete my work.,"Open honest communication, supportive and caring, doesn't shy away from constructive feedback. I am very lucky to have my manager.",0,0,0,1,1,0,10,Engagement,Management Support
2024-05-01 00:00:00,How likely is it that you would recommend Abcam as a place to work?,Great people but Danaher bringing A LOT of frustration and uncertainty in their demands for data and reporting. Especially where the metrics they won't don't particularly make sense,0,0,0,0,1,0,8,Engagement,Engagement
2024-04-03 00:00:00,I'm satisfied with the amount of flexibility I have in my work schedule.,No complaints at all,0,0,0,0,0,0,10,Engagement,Autonomy
2024-05-01 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"DBS is shining a light in all the dark corners, I think we will hit another period of strong growth in a few years time.",1,0,0,0,0,0,10,Company questions,Transition
2024-05-01 00:00:00,I see a path for me to advance my career in our organization.,I believe there is career progression but the path is not so clear which is mainly due to the org changes that are happening.,0,0,0,0,1,0,8,Engagement,Growth
2024-05-08 00:00:00,The demands of my workload are manageable.,"The workload is normally discussed with my manager, and it is kept at a reasonable level",1,0,0,0,0,0,9,Engagement,Workload
2024-05-06 00:00:00,"At work, I know what I'm expected to deliver.","it can change daily, but that's part of the job, no?",1,0,0,0,0,0,8,Engagement,Goal Setting
2024-04-03 00:00:00,I can count on my coworkers to help out when needed.,"When needed, even managers chip in.",0,0,0,1,0,0,8,Engagement,Peer Relationships
2024-05-01 00:00:00,I see how my work contributes to positive outcomes for our customers.,I would like to see more of the Abcam impact on research and discoveries,0,1,1,0,0,0,5,Engagement,Meaningful Work
2024-04-08 00:00:00,"At work, I know what I'm expected to deliver.",Together with senior management we need to soon reprioritize some of our initiatives in order to agree across L1 areas which ones provide the biggest benefits.,1,0,0,0,0,0,5,Engagement,Goal-Setting
2024-05-11 00:00:00,The overall business goals and strategies set by senior leadership are taking Abcam in the right direction.,"We have more factors going into our metrics than before, but I feel like we're doing okay.",1,0,0,0,0,0,8,Engagement,Strategy
2024-05-01 00:00:00,I'm satisfied with the amount of flexibility I have in my work schedule.,"I feel that my manager is very open to how I structure my work schedule, this makes me feel supported.",1,0,0,0,0,0,10,Engagement,Autonomy
2024-04-03 00:00:00,My manager provides me with the support I need to complete my work.,I really feel like I can run any questions by Mia- even if it's just having a place to think aloud and work through how to solve a problem. I'm very thankful for that environment.,1,0,0,0,0,0,10,Engagement,Management Support
2024-05-03 00:00:00,I see how my work contributes to positive outcomes for our customers.,Not a lot of communication about customer feedback to all members of lab-based teams.,0,1,0,0,0,0,6,Engagement,Meaningful Work
2024-05-03 00:00:00,My manager cares about my opinions.,I hope they do!,0,0,0,0,1,0,9,Engagement,Freedom of Opinion
2024-04-08 00:00:00,I have the opportunity to do challenging things at work.,Almost too challenging...,0,0,0,0,1,0,9,Engagement,Accomplishment
2024-04-03 00:00:00,I see how my work contributes to positive outcomes for our customers.,"While I largely feel my work is of value, I don't have a way to see the impact of what I do.",1,0,0,0,0,0,9,Engagement,Meaningful Work
2024-05-01 00:00:00,"At work, my opinions seem to be valued.","our opinion seems to matter at a lower level, but higher up it does not matter that much",1,0,0,0,0,0,7,Engagement,Freedom of Opinion
2024-05-06 00:00:00,"At work, my opinions seem to be valued.",Sometimes they seem to be valued. Sometimes it feels like they are shrugged off without consideration of my reasons for holding them.,1,0,0,0,0,0,5,Engagement,Freedom of Opinion
2024-05-02 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,"My manager is very candid and helpful in conversations about pay, so this isn't a criticism of them, but I have no sense that anything that takes place in those conversations has any effect on pay decisions. The process of deciding pay remains opaque, and pay remains behind pay for the same role in most other organisations.",0,0,0,0,1,1,5,Engagement,Reward
2024-05-10 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"Hopeful, but only time will tell.",1,0,0,0,0,0,7,Company questions,Transition
2024-04-03 00:00:00,My manager cares about my opinions.,Have voiced concerns with management that have not been addressed,0,0,0,0,1,0,6,Engagement,Freedom of Opinions
2024-04-04 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"I like the new DBS frameworks as I think this provides the next step in Manufacturing's operational excellence journey. My main concern is that the more rigid way of working will filter into other areas such as flexibility, manager empowerment and inclusion and diversity. There is nothing in particular that would suggest this will happen so rating as 9.",1,0,0,0,0,1,9,Company Questions,Transition
2024-05-07 00:00:00,I see a path for me to advance my career in our organization.,"I would need my boss to quit or a new role to be created, or would require me to relocate.",0,0,0,0,1,0,6,Engagement,Growth
2024-04-03 00:00:00,How likely is it you would recommend Abcam as a place to work?,The compensation level could be better.,0,0,0,0,1,0,7,Engagement,Engagement
2024-05-08 00:00:00,I can count on my coworkers to help out when needed.,Sometimes I miss some devops support,0,0,0,0,1,0,8,Engagement,Peer Relationships
2024-05-06 00:00:00,"When in the office and I need a break, my workplace has spaces to chat and relax with others.","Yes, the office offers plenty of space to chat and relax with others.",0,0,1,0,0,0,8,Engagement,Environment
2024-05-06 00:00:00,I can count on my coworkers to help out when needed.,They do help when and where they can.,1,0,0,0,0,0,9,Engagement,Peer Relationships
2024-05-01 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"I think there are opportunities to be implemented which will have a positive impact, however, i think our system will be our achilles heel, and prevent us achieving the most from being with Danaher.",0,0,1,0,0,0,9,Company questions,Transition
2024-05-07 00:00:00,My job enables me to learn and develop new skills.,"travel budgets, and conference budgets all cut, it's hard to get projects backed, let alone development opportunities",0,0,1,0,0,0,3,Engagement,Growth
2024-04-03 00:00:00,My job enables me to learn and develop new skills.,There is no support and opportunities identified by management to develop new skills. There is constant pressure to keep doing more and more of what we already know.,1,0,0,0,1,0,1,Engagement,Growth
2024-04-03 00:00:00,I have the opportunity to do challenging things at work.,It's all challenging!,0,0,0,0,1,0,10,Engagement,Accomplishment
2024-05-01 00:00:00,Our organization does a good job of communicating the goals and strategies set by senior leadership.,Both initial and current management seem to care about employees and the info share is good example.,1,0,0,0,1,1,9,Engagement,Strategy
2024-05-01 00:00:00,Our organization does a good job of communicating the goals and strategies set by senior leadership.,Better recently but there is always room for improvement,1,0,0,0,0,1,8,Engagement,Strategy
2024-04-09 00:00:00,How likely is it you would recommend Abcam as a place to work?,"I think we're moving into a period of more certainty and I like the changes Danaher are making already to be more streamlined. However, the uncertainty over what the potential bonus scheme is going to look like is becoming quite frustrating.",0,0,0,0,1,1,9,Engagement,Engagement
2024-04-09 00:00:00,"If I do great work, I know that it will be recognised.","No time taken to celebrate or recognise what's gone well, focus immediately moves to what's next",1,0,0,0,0,0,2,Engagement,Recognition
2024-05-07 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,I heard very good feedback from the workshops run by Danaher.,1,0,1,0,0,0,10,Company questions,Transition
2024-05-10 00:00:00,Our organization does a good job of communicating the goals and strategies set by senior leadership.,Senior leadership communications are lacking and in general they lack communication skills. I don't feel they are able to communicate well with us on the ground level and they are disconnected from the work being done here. Even when goals are presented its not very clear what we are trying to get to.,1,0,0,0,0,0,3,Engagement,Strategy
2024-05-03 00:00:00,I see how my work contributes to positive outcomes for our customers.,I feel like our team has an impact on research.,0,1,1,0,0,0,10,Engagement,Meaningful Work
